vassnr,station_name,lon,lat,sample_date,par_unit,value
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-05-07,P-TOT_µg/l,17.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-05-07,TOC_mg/l,8.9
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-05-21,N-TOT_µg/l,784.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-05-21,P-TOT_µg/l,29.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-05-21,TOC_mg/l,8.8
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-06-05,N-TOT_µg/l,1537.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-06-05,P-TOT_µg/l,56.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-06-05,TOC_mg/l,9.5
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-06-18,N-TOT_µg/l,776.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-06-18,P-TOT_µg/l,23.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-06-18,TOC_mg/l,8.9
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-07-16,N-TOT_µg/l,700.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-07-16,P-TOT_µg/l,104.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-07-16,TOC_mg/l,9.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-07-30,N-TOT_µg/l,669.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-07-30,P-TOT_µg/l,13.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-07-30,TOC_mg/l,8.9
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-08-13,N-TOT_µg/l,620.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-08-13,P-TOT_µg/l,25.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-08-13,TOC_mg/l,8.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-08-27,N-TOT_µg/l,635.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-08-27,P-TOT_µg/l,11.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-08-27,TOC_mg/l,7.8
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-09-10,N-TOT_µg/l,654.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-09-10,P-TOT_µg/l,13.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-09-10,TOC_mg/l,7.8
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-09-24,N-TOT_µg/l,662.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-09-24,P-TOT_µg/l,15.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-09-24,TOC_mg/l,8.6
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-10-08,N-TOT_µg/l,661.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-10-08,P-TOT_µg/l,48.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-10-08,TOC_mg/l,8.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-10-22,N-TOT_µg/l,699.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-10-22,P-TOT_µg/l,10.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-10-22,TOC_mg/l,8.2
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-11-04,N-TOT_µg/l,737.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-11-04,P-TOT_µg/l,11.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-11-04,TOC_mg/l,8.4
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-11-19,N-TOT_µg/l,693.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-11-19,P-TOT_µg/l,14.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-11-19,TOC_mg/l,8.2
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-12-03,N-TOT_µg/l,749.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-12-03,P-TOT_µg/l,10.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-12-03,TOC_mg/l,8.3
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-12-17,N-TOT_µg/l,702.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-12-17,P-TOT_µg/l,13.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2001-12-17,TOC_mg/l,8.8
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2002-01-01,N-NH4_µg/l,10.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2002-01-01,N-NO3_µg/l,373.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2002-01-01,N-TOT_µg/l,639.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2002-01-01,SRP_µg/l,4.0
1,"Tista, utløp Femsjøen (FEMU)",11.444333555304187,59.12782790483881,2002-01-01,TOC_mg/l,8.7
