mvm_id,station_name,lon,lat,sample_date,par_unit,value
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-09-16,N-NO3_µg/l,186.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-09-16,N-TOT_µg/l,732.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-09-16,P-TOT_µg/l,28.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-09-16,SRP_µg/l,10.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-09-16,TOC_mg/l,9.1
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-10-15,N-NH4_µg/l,44.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-10-15,N-NO3_µg/l,139.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-10-15,N-TOT_µg/l,601.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-10-15,P-TOT_µg/l,38.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-10-15,SRP_µg/l,19.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-10-15,TOC_mg/l,8.6
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-11-15,N-NH4_µg/l,64.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-11-15,N-NO3_µg/l,651.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-11-15,N-TOT_µg/l,1114.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-11-15,P-TOT_µg/l,43.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-11-15,SRP_µg/l,18.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-11-15,TOC_mg/l,12.9
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-12-17,N-NH4_µg/l,42.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-12-17,N-NO3_µg/l,527.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-12-17,N-TOT_µg/l,884.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-12-17,P-TOT_µg/l,22.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-12-17,SRP_µg/l,13.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2002-12-17,TOC_mg/l,11.4
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-01-14,N-NH4_µg/l,24.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-01-14,N-NO3_µg/l,450.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-01-14,N-TOT_µg/l,974.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-01-14,P-TOT_µg/l,44.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-01-14,SRP_µg/l,22.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-01-14,TOC_mg/l,8.7
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-02-17,N-NH4_µg/l,48.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-02-17,N-NO3_µg/l,363.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-02-17,N-TOT_µg/l,889.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-02-17,P-TOT_µg/l,19.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-02-17,SRP_µg/l,10.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-02-17,TOC_mg/l,7.5
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-03-17,N-NH4_µg/l,62.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-03-17,N-NO3_µg/l,679.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-03-17,N-TOT_µg/l,1084.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-03-17,P-TOT_µg/l,32.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-03-17,SRP_µg/l,16.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-03-17,TOC_mg/l,9.5
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-04-15,N-NH4_µg/l,52.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-04-15,N-NO3_µg/l,380.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-04-15,N-TOT_µg/l,859.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-04-15,P-TOT_µg/l,25.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-04-15,SRP_µg/l,5.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-04-15,TOC_mg/l,7.6
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-05-14,N-NH4_µg/l,27.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-05-14,N-NO3_µg/l,410.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-05-14,N-TOT_µg/l,742.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-05-14,P-TOT_µg/l,27.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-05-14,SRP_µg/l,7.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-05-14,TOC_mg/l,9.4
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-06-16,N-NH4_µg/l,39.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-06-16,N-NO3_µg/l,308.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-06-16,N-TOT_µg/l,803.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-06-16,P-TOT_µg/l,35.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-06-16,SRP_µg/l,7.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-06-16,TOC_mg/l,10.6
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-07-22,N-NH4_µg/l,44.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-07-22,N-NO3_µg/l,405.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-07-22,N-TOT_µg/l,752.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-07-22,P-TOT_µg/l,40.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-07-22,SRP_µg/l,12.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-07-22,TOC_mg/l,10.5
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-08-15,N-NH4_µg/l,86.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-08-15,N-NO3_µg/l,162.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-08-15,N-TOT_µg/l,893.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-08-15,P-TOT_µg/l,33.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-08-15,SRP_µg/l,11.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-08-15,TOC_mg/l,11.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-09-15,N-NH4_µg/l,61.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-09-15,N-NO3_µg/l,235.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-09-15,N-TOT_µg/l,600.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-09-15,P-TOT_µg/l,32.0
31,Bäveån Uddevalla,11.939269389911125,58.347116702713215,2003-09-15,SRP_µg/l,8.0
